date,platform,text,person,truthfulness category
"March10,2009",a speech on education,"""In eighth grade math, we’ve fallen to ninth place.""",Barack Obama,false
"March8,2009",a TV interview,"""No Bridge to Nowhere could occur.""",Charles Schumer,false
"March8,2009",a TV interview.,"""Look, the earmarks have come down significantly, 75 percent.""",Peter Orszag,false
"March5,2009",a White House briefing,"""A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",Robert Gibbs,true
"March9,2009",a cable TV ad,"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",Americans United for Change,barely-true
"March5,2009",a White House conference on health care.,"""Teddy Roosevelt first called for (health care) reform nearly a century ago.""",Barack Obama,true
"March4,2009",an interview on the Fox News Channel.,"""Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.""",Tom Coburn,false
"February27,2009",a speech at the Conservative Political Action Conference,"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.""",Mitch McConnell,false
"February25,2009",a speech on the House floor.,"""The president campaigned against this type of legislation.""",John Boehner,true
"March2,2009",statements to reporters.,The omnibus bill has only $3.8 billion in earmarks.,Democratic congressional leadership,false
"February27,2009",a speech on the Senate floor.,"""The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.""",John McCain,false
"February23,2009",a White House forum on fiscal responsibility.,"A new presidential helicopter ""is now going to cost as much as Air Force One.""",John McCain,mostly-true
"February17,2009",a bill signing ceremony,"""We are making the largest investment in education in our nation’s history.""",Barack Obama,true
"February23,2009",an op-ed article,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",Mark Sanford,false
"February25,2009",an interview on CNN's American Morning.,"The omnibus spending bill has ""9,427 pork barrel items.""",John McCain,true
"February22,2009","an interview on ""Meet the Press.""","Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses.""",Bobby Jindal,mostly-true
"February23,2009",an op-ed article,"""The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.""",Mark Sanford,false
"February4,2009",a news conference,"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",Rosa DeLauro,true
"January28,2009",a Senate committee hearing,"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",Al Gore,true
"February12,2009",a statement on Fox News Channel.,"The stimulus has ""$30 million in there to protect mice in San Francisco.""",Mike Pence,false
"February5,2009",a speech on the Senate floor.,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",Jim DeMint,false
"January30,2009",in many blogs and an email sent to many people.,"""The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.""",Chain email,pants-fire
"January12,2009",Internet attack,"""Nancy Pelosi wants a Windfall Tax on Retirement Income.""",Chain email,pants-fire
"February9,2009",a news conference,"""Putting three Republicans in my Cabinet...is unprecedented.""",Barack Obama,true
"January31,2009",a speech to House Republicans,"""You and I know that in the history of mankind and womankind, government — federal, state, local, or otherwise — has never created one job.""",Michael Steele,pants-fire
"February5,2009",remarks made,"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",Pat Roberts,barely-true
"February3,2009",a news release,"""Obama taps porn lawyer for #2 at Justice.""",Fidelis,mostly-true
"February5,2009",appearance on ABC's This Week,"""The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.""",Fred Smith,mostly-true
"February3,2009",a speech,"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.""",Mike Pence,true
"February2,2009",a comment at the daily White House press briefing.,"""There are no earmarks"" in the stimulus bill.",Robert Gibbs,false
"February1,2009","appearance on CBS's ""Face the Nation""","To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion.""",Mitch McConnell,true
"January26,2009",a news release,"""The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).""",John Boehner,barely-true
"January9,2009",a news conference,"""There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.""",Barack Obama,false
"January28,2009",a news release,"""The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.""",National Republican Congressional Committee,mostly-true
"January28,2009",in a meeting with business leaders,"""In Chicago, school is never canceled"" because of winter weather.",Barack Obama,mostly-true
"January28,2009",a comment quoted,"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",John Mica,mostly-true
"January23,2009",an interview on the Fox News Channel.,"""For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.""",Eric Cantor,false
